1255209188 5437 0
1255209455 5438 0
1255215296 10933 0
1255373922 11615 0
1255374143 11616 0
1255557222 16006 0
1255559244 16050 0
1255645823 16102 0
1255809833 16120 0
1255810803 16129 0
1255811261 16152 0
1255814034 16208 0
1255815334 16218 0
1255816670 16257 0
1255985253 16273 0
1255991552 16300 0
1255998555 16333 0
1255999381 16349 0
1256000004 16368 0
1256156426 16384 0
1256157907 16427 0
1256158641 16449 0
1256159188 16473 0
1256160384 16477 0
1256244869 16483 0
1256248104 16493 0
1256335747 17022 0
1256336176 17024 0
1256336957 17027 0
1256377344 17029 0
1256383417 17033 0
1256417511 17058 0
1256419937 17110 0
1256420438 17110 0
1256509616 17125 0
1256510069 17129 0
1256833684 17179 0
1256833789 17191 0
1256843456 17198 0
1256849409 17215 0
1256850080 17262 0
1256853234 17305 0
1256853574 17306 0
1256854816 17316 0
1256855028 17322 0
1257373736 17367 0
1257374338 17369 0
1257453341 17390 0
1257458249 17481 0
1257629380 17517 0
1257630306 17520 0
1257630776 17527 0
1257633668 17723 0
1258218357 17765 0
1258927819 17858 0
1259009055 17865 0
1259356223 17892 0
1259358458 17900 0
1259358820 17909 0
1259364252 17917 0
1259531543 18493 0
1259532071 18497 0
1259532740 19164 0
1259533225 19173 0
1259535795 19185 0
1259536157 19186 0
1259537157 19200 0
1259615255 19528 0
1259709951 19568 0
1259711157 19591 0
1259712195 19770 0
1259847166 19796 0
1259859430 19889 0
1259880171 19970 0
1259881912 20014 0
1259882538 20017 0
1259882855 20034 0
1259969832 20159 0
1259970243 20167 0
1261428374 20174 0
1265034316 20174 2
1266965704 20277 2
1267750915 20516 2
1267751842 20533 2
1267923580 20558 2
1267923638 61939 2
1267924693 61976 2
1267925457 61986 2
1267995947 103381 2
1267996636 103383 2
1268435579 103397 2
1268847258 103439 2
1268848396 103716 2
1268858328 103819 2
1269296825 103848 2
1269299582 103862 2
1269385929 104115 2
1269638887 104380 2
1269639665 104516 2
1269639773 104517 2
1269647577 104518 2
1269975772 104526 2
1269983590 104571 2
1269983967 104572 2
1270032178 104579 2
1270074112 104582 2
1270543120 104602 2
1270632085 104647 2
1270633425 104708 2
1270648764 104742 2
1270649608 104752 2
1270651719 104820 2
1270710085 104824 2
1270714692 104984 2
1270800509 105034 2
1271193422 105036 2
1271197834 105065 2
1271249418 105081 2
1271281872 105148 2
1271284017 105167 2
1271284622 105171 2
1271285069 105172 2
1271368769 105201 2
1271423079 105307 2
1271423533 106815 2
1271425269 106910 2
1271426247 106980 2
1271431577 106997 2
1271436323 107594 2
1271457341 107614 2
1271505205 107788 2
1271543579 107824 2
1271544321 108459 2
1271591297 108463 2
1271714159 108488 2
1271778338 108516 2
1271778540 108518 2
1271778915 108532 2
1271802821 108544 2
1274824634 108692 2
1274944743 108698 2
1275254998 108719 2
1275302880 108832 2
1275347477 109031 2
1275401885 109098 2
1275402326 109102 2
1275402966 109107 2
1276610056 109124 2
1277845991 109183 2
1278513272 109304 2
1280047900 109451 2
1280051042 109528 2
1280051765 109528 2
1280052010 109627 2
1280052215 109671 2
1280236285 109782 2
1280253722 109795 2
1280415062 109818 2
1282177598 118017 2
1282244021 119239 2
1282254423 119245 2
1282325391 123054 2
1282331694 123067 2
1282332646 123127 2
1282333048 123129 2
1282385934 123143 2
1282396911 123184 2
1282398008 123211 2
1282602455 123212 2
1286656088 123354 2
1287489308 124107 2
1287520723 124346 2
1288362261 124501 2
1288364260 125851 2
1288775133 125893 2
1288784066 126265 2
1288823232 126756 2
1288823281 126769 2
1288824899 127115 2
1289296037 127267 2
1289299795 127473 2
1289302739 128073 2
1289304043 128499 2
1289304755 128588 2
1289305271 128595 2
1289305358 128646 2
1289310276 128688 2
1289310469 129241 2
1289315229 129528 2
1289315338 129578 2
1289316129 129722 2
1289318050 129724 2
1289322326 129771 2
1289340291 129903 2
1289344938 129956 2
1289345003 130117 2
1294308595 130168 2
1294310940 130549 2
1295871015 130743 2
1295883011 130870 2
1295883591 130876 2
1295950902 131068 2
1295952255 131197 2
1295969077 131245 2
1295970509 131292 2
1297430153 131336 2
1297440732 131497 2
1297441237 131648 2
1297441770 131671 2
1297442010 131707 2
1297445627 131736 2
1298906720 131753 2
1298935383 132306 2
1299542524 132366 2
1299879448 132457 2
1299882211 132643 2
1299884103 132756 2
1299885952 132856 2
1299889755 132938 2
1299921990 133216 2
1299922347 133218 2
1299922893 133219 2
1299945919 133346 2
1299947300 133558 2
1299947885 133630 2
1299949067 133687 2
1300523988 133802 2
1300637099 134186 2
1300658271 134398 2
1300893135 134443 2
1301613228 134518 2
1301646561 134519 2
1301646733 134580 2
1302041155 145896 2
